level,rep,comment
L0,22,"This portfolio was constructed for a risk-averse investor by overweighting defensive, high-quality sectors such as healthcare, consumer staples, and diversified technology, while limiting exposure to more cyclical names like aerospace, chemicals, and discretionary media. The weights are fully long-only, diversified across all 30 stocks, and sum exactly to 1."
L1,22,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while giving larger weights to defensive names such as JNJ, MRK, PG, WMT, MCD, and AMGN to reduce volatility. It also limits exposure to negative- or low-return stocks and to more volatile cyclical names like BA, MMM, DOW, and DIS. Diversification across technology, healthcare, consumer staples, financials, and industrials helps lower overall portfolio risk through imperfect correlations."
L2,22,"The portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution concentrates in assets with the strongest return-to-risk tradeoff and diversification benefit, especially MRK, MSFT, AAPL, V, and AMZN."
L3,22,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty under long-only, fully invested constraints. Higher weights go to assets with strong expected returns and favorable risk-adjusted covariance profiles, while negative or weak-return names and highly volatile stocks receive little or no weight. The result is a diversified portfolio across technology, healthcare, consumer, financials, and defensives."
L0,23,"This portfolio emphasizes defensive, high-quality companies in healthcare, consumer staples, telecom, and broad technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and diversified across all 30 stocks to reduce concentration risk. The construction is intended to favor stability, cash flow resilience, and sector balance for a risk-averse investor."
L1,23,"The portfolio emphasizes stocks with relatively strong expected returns and/or lower standalone risk, while avoiding negative-return names and the most volatile cyclical stocks. It is diversified across technology, healthcare, consumer staples, financials, industrials, and energy to reduce concentration and correlation risk. The result is a conservative long-only allocation designed to balance return potential with downside control."
L2,23,"The portfolio was constructed by maximizing a mean-variance objective with lambda = 0.5 under long-only constraints and full investment. The solution concentrates in stocks with the best return-to-risk tradeoff and diversification benefit, especially MRK and WMT for stability and AAPL, MSFT, and AMZN for return. Negative-return names and high-volatility stocks with weaker risk-adjusted contribution received zero weight."
L3,23,"The portfolio was chosen using constrained mean-variance optimization with lambda = 0.5, maximizing expected return minus a variance penalty subject to long-only weights summing to 1. The solution tilts toward high expected return stocks such as MSFT, AAPL, AMZN, CRM, and UNH, while also allocating meaningfully to lower-volatility diversifiers like MRK, PG, AMGN, and WMT. Negative or weak-return names and high-risk lower-reward names receive zero weight under the no-short-selling constraint."
L0,24,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, non-negative, and fully invested to achieve broad diversification across all 30 stocks. The construction is intended to reduce concentration risk and support a risk-averse investor profile."
L1,24,"This portfolio emphasizes higher-return stocks with relatively favorable risk profiles while giving larger weights to defensive names such as JNJ, MRK, PG, WMT, MCD, and AMGN to reduce overall volatility. It avoids or minimizes negative-return and high-volatility stocks like MMM, VZ, BA, and DOW, and spreads exposure across technology, healthcare, consumer staples, financials, and industrials for diversification."
L2,24,"This portfolio was constructed using a long-only mean-variance objective with lambda = 0.5, maximizing expected return while penalizing covariance risk under the full-investment constraint. The solution tilts toward high risk-adjusted return stocks such as MRK, WMT, PG, MSFT, AAPL, and UNH, while assigning zero weight to lower-return or less efficient names. The result is diversified across technology, healthcare, consumer defensive, payments, and e-commerce to reflect a risk-averse investor’s preferences."
L3,24,"The portfolio was constructed using constrained mean-variance optimization with lambda = 0.5, enforcing long-only weights that sum to 1. Higher weights go to stocks with strong expected returns and/or favorable risk-adjusted covariance profiles, while negative-return or high-risk names are pushed to zero. The result is a diversified allocation across technology, healthcare, consumer, financials, and defensives."
L0,25,"This portfolio emphasizes lower-volatility, defensive sectors such as healthcare, consumer staples, telecom, and diversified large-cap technology while limiting exposure to more cyclical names. Weights are long-only, fully invested, and spread across all 30 stocks to improve diversification. The construction is intended to reduce concentration risk and suit a risk-averse investor."
